epoch,accuracy,auc_bad_1,auc_good_0,loss,val_accuracy,val_auc_bad_1,val_auc_good_0,val_loss
134,0.96524876,0.0,0.9887563,0.0649162784020106,0.9649361968040466,0.0,0.9885439276695251,0.036378245800733566
135,0.9654289,0.0,0.9887499,0.06416812628135085,0.9655359983444214,0.0,0.9887795448303223,0.025359971448779106
136,0.9655506,0.0,0.98872477,0.06320485322674116,0.9654695391654968,0.0,0.9887661337852478,0.03241375833749771
137,0.96562403,0.0,0.9888665,0.0630518035578231,0.965661883354187,0.0,0.9886542558670044,0.09594640135765076
138,0.9657689,0.0,0.98867095,0.062489479411393406,0.9658499956130981,0.0,0.9885465502738953,0.0726754367351532
139,0.9659061,0.0,0.98851234,0.06317132257918517,0.9658898711204529,0.0,0.9884017109870911,0.14408200979232788
140,0.96594423,0.0,0.9887734,0.06126818128799399,0.965855062007904,0.0,0.9884065985679626,0.15976214408874512
141,0.96584016,0.0,0.9883815,0.06172754191979766,0.9659415483474731,0.0,0.9883297085762024,0.02566232904791832
142,0.9659863,0.0,0.9890241,0.06023726267988483,0.9659764766693115,0.0,0.9882205128669739,0.07291819900274277
